comment,toxic,comment_clean
"Also, after the first period the word "".Request."" don't add anything to the sentence. Could being removed?",0,also after the first period the word request do not add anything to the sentence could being removed
"It doesn't relate to your patch, but please, remove this dots. It sucks and unreadable! Also, If this module will be moved in future, everything will break.
 I prefer to use this simple code:
 
  import rally
  lookup_dirs = [templates_dir, os.path.dirname(rally)]",1,it does not relate to your patch but please remove this dots it sucks and unreadable also if this module will be moved in future everything will break i prefer to use this simple code import rally lookupdirs templatesdir ospathdirnamerally
remove this trailing white spaces,0,remove this trailing white spaces
nit: drop WTF::,0,nit drop wtf
error -> die.  then you can drop the exit below.,0,error die then you can drop the exit below
"Agree with Alexander, here is where separate validators suck - you may easily not notice the same work is done twice.",1,agree with alexander here is where separate validators suck you may easily not notice the same work is done twice
Why don't you ScanKeysFor() again after the Rehash?,0,why do not you scankeysfor again after the rehash
Let's put this all behind CONFIG_CHARGER_MONITOR_BP.,0,lets put this all behind configchargermonitorbp
remove this as we shouldn't reach this if not supported and you already have DCHECKs in GetBufferConfig.,0,remove this as we should not reach this if not supported and you already have dchecks in getbufferconfig
"Does this mean that if the header is corrupt, we're screwed?",1,does this mean that if the header is corrupt we are screwed
"nit: Looks ugly. I like this style, like a = b = f(), but not in this particular case. Decompose it please.",1,nit looks ugly i like this style like a b f but not in this particular case decompose it please
"same as above, these docs are useless",0,same as above these docs are useless
those should probably be @mock.patch.object instead.,0,those should probably be mockpatchobject instead
"These function names - specifically the ""stub1,stub2"" are ugly.",1,these function names specifically the stub1stub2 are ugly
"rather than have a note, there should be a bullet (which should be first) that says to set auth_plugin.",0,rather than have a note there should be a bullet which should be first that says to set authplugin
You should kill all pids at once rather than in for loop,0,you should kill all pids at once rather than in for loop
Not a dumb question at all. I copy/pasted this from one of my daily driver configs. Using $HOME is much more consistent,0,not a dumb question at all i copypasted this from one of my daily driver configs using home is much more consistent
"The optimizer should usually be able to make this not suck, but thread.name.assign() is more direct.",1,the optimizer should usually be able to make this not suck but threadnameassign is more direct
"Mostly nit: But would be good to have a type check here, otherwise someone can put IRONIC_RAMDISK_TYPE=""blahhh"" and it's going to work. e.g
 
  elif [ ""$IRONIC_RAMDISK_TYPE"" == ""dib"" ]; then
  build_ipa_dib ...
  else
  die ""Ramdisk type $IRONIC_RAMDISK_TYPE not supported""",0,mostly nit but would be good to have a type check here otherwise someone can put ironicramdisktypeblah and it is going to work eg elif ironicramdisktype dib then buildipadib else die ramdisk type ironicramdisktype not supported
"neutron-server now supports RPC listener.
 I think start_rpc_listeners() should be used.",0,neutronserver now supports rpc listener i think startrpclisteners should be used
"This sleep make test running 10 seconds delay, you should also mock in in the test case.
 
 virt/libvirt/test_driver.py#test_unrescue",0,this sleep make test running 10 seconds delay you should also mock in in the test case virtlibvirttestdriverpytestunrescue
useless :),0,useless
accidentally put ** in __init__,0,accidentally put in init
should probably put body += n here also instead of below,0,should probably put body n here also instead of below
Please drop the empty line,0,please drop the empty line
gross...,0,gross
"hmmmm...that is a good reason to keep mountpoint around. Which kind of sucks. Also, mountpoint is optional from Nova's standpoint, so we probably shouldn't just raise and fail, unless it's a multi-attach to the same instance (the knucklehead case), which means more checks for that case.
 I vote we just dis-allow that...",1,hmthat is a good reason to keep mountpoint around which kind of sucks also mountpoint is optional from novas standpoint so we probably should not just raise and fail unless it is a multiattach to the same instance the knucklehead case which means more checks for that case i vote we just disallow that
"Remove extra newline after the block, or use # in its place.",0,remove extra newline after the block or use in its place
"Our usual style is more something like :
 
 #define G_PINMUX_BASE 0x40060000
 
 #define G_PINMUX_DIOA0_SEL REG32(G_PINMUX_BASE + 0x28)
 
 in order to support variants with peripherals moved around",0,our usual style is more something like define gpinmuxbase 0x40060 define gpinmuxdioa0sel reg32gpinmuxbase 0x28 in order to support variants with peripherals moved around
misformed or malformed... or maybe just 'incorrect'?,0,misformed or malformed or maybe just incorrect
this seems like an upstream bug. Is it reported? Sane defaults == win,0,this seems like an upstream bug is it reported sane defaults win
"nova boot --security-groups ... --nic net_id=xxx ...
 
 where xxx has port_security_enabled=False, it will launch an instance with no warning, return an instance object with specified security groups, but the instance ports will not have security groups. This behavior doesn't look correct for me.",0,nova boot securitygroups nic netidx where x has portsecurityenabledfalse it will launch an instance with no warning return an instance object with specified security groups but the instance ports will not have security groups this behavior does not look correct for me
"Wtf why did you change "" to ' when we are changing everywhere ' to """,1,wtf why did you change to when we are changing everywhere to
